LTC,2016-12-13,123.89663407454677
LTC,2016-12-14,85.60174639091504
LTC,2016-12-15,224.69862146544986
LTC,2016-12-16,268.9881109956531
LTC,2016-12-17,99.62422818541553
LTC,2016-12-18,302.1375841651602
LTC,2016-12-19,347.9193628674281
LTC,2016-12-20,52.27346057948149
LTC,2016-12-21,188.6222143597821
LTC,2016-12-22,111.18608614192624
LTC,2016-12-23,331.0797152691165
LTC,2016-12-24,295.21816933162
LTC,2016-12-25,420.9505377786818
LTC,2016-12-26,209.3971134222832
LTC,2016-12-27,118.57221223148443
LTC,2016-12-28,439.87712395231813
LTC,2016-12-29,95.11563103024709
LTC,2016-12-30,74.63370185966215
LTC,2016-12-31,296.7221569351135
LTC,2017-01-01,236.56261672497976
LTC,2017-01-02,362.3888937608335
LTC,2017-01-03,72.33590107953975
LTC,2017-01-04,315.70165189844636
LTC,2017-01-05,322.11555657103054
LTC,2017-01-06,325.909310104194
LTC,2017-01-07,145.98823285835886
LTC,2017-01-08,326.1218526655037
LTC,2017-01-09,294.9396869107227
LTC,2017-01-10,12.545507967018658
LTC,2017-01-11,130.92368330385065
LTC,2017-01-12,425.2649011144921
LTC,2017-01-13,372.0510657590848
LTC,2017-01-14,85.30558936340144
LTC,2017-01-15,450.4319870775502
LTC,2017-01-16,348.1293519184781
LTC,2017-01-17,355.67492706964487
LTC,2017-01-18,30.803721873437716
LTC,2017-01-19,305.8658950569499
LTC,2017-01-20,6.624165995607032
LTC,2017-01-21,342.30054187818104
LTC,2017-01-22,156.54610623546762
LTC,2017-01-23,479.18864959596885
LTC,2017-01-24,517.5249705467326
LTC,2017-01-25,258.40870263330675
LTC,2017-01-26,482.78836152548394
LTC,2017-01-27,489.82723663002906
LTC,2017-01-28,250.1709122338707
LTC,2017-01-29,208.23724709721068
LTC,2017-01-30,47.193554400596675
LTC,2017-01-31,352.8678625048362
LTC,2017-02-01,293.0201307931687
LTC,2017-02-02,133.47247848308277
LTC,2017-02-03,468.08849562083714
LTC,2017-02-04,311.52729445788003
LTC,2017-02-05,534.0989699092518
LTC,2017-02-06,101.64174452161917
LTC,2017-02-07,48.21881583094211
LTC,2017-02-08,442.8982263005841
LTC,2017-02-09,113.88327785872335
LTC,2017-02-10,32.31767103383667
LTC,2017-02-11,352.44769463084486
LTC,2017-02-12,262.44631720119287
LTC,2017-02-13,431.449516278894
LTC,2017-02-14,283.20475379777054
LTC,2017-02-15,490.6907541251529
LTC,2017-02-16,273.2483831764466
LTC,2017-02-17,559.3346571785534
LTC,2017-02-18,549.5899580547634
LTC,2017-02-19,493.28052833520405
LTC,2017-02-20,61.732185820968624
LTC,2017-02-21,433.1153784743574
LTC,2017-02-22,257.75190546059514
LTC,2017-02-23,488.852243489067
LTC,2017-02-24,401.56184748544786
LTC,2017-02-25,304.7286376060006
LTC,2017-02-26,116.64654548393676
LTC,2017-02-27,359.99262827018526
LTC,2017-02-28,362.14991707369956
LTC,2017-03-01,214.10814097953175
LTC,2017-03-02,144.80387171537294
LTC,2017-03-03,425.7720304977246
LTC,2017-03-04,525.4137213649227
LTC,2017-03-05,177.41523974456751
LTC,2017-03-06,525.385778861845
LTC,2017-03-07,588.8705973451881
LTC,2017-03-08,14.633383748259721
LTC,2017-03-09,467.0309400935447
LTC,2017-03-10,52.262724984326724
LTC,2017-03-11,407.17997189984965
LTC,2017-03-12,373.38898640378073
LTC,2017-03-13,524.0248249074305
LTC,2017-03-14,118.77405678273871
LTC,2017-03-15,104.87867629955844
LTC,2017-03-16,462.98949577262766
LTC,2017-03-17,204.21127970064424
LTC,2017-03-18,83.10205599239313
LTC,2017-03-19,587.9527590558379
LTC,2017-03-20,51.882264119052245
LTC,2017-03-21,276.07977795221836
LTC,2017-03-22,399.0893256239414
LTC,2017-03-23,561.445045004306
LTC,2017-03-24,404.5388699726172
LTC,2017-03-25,559.6886315181089
LTC,2017-03-26,428.28798618391784
LTC,2017-03-27,598.5020361626671
LTC,2017-03-28,487.5252156021465
LTC,2017-03-29,522.632878788352
LTC,2017-03-30,44.5469412203854
LTC,2017-03-31,470.5154455205019
LTC,2017-04-01,17.42099483774923
LTC,2017-04-02,477.9301121367589
LTC,2017-04-03,161.0880663411219
LTC,2017-04-04,244.35019754144585
LTC,2017-04-05,543.785345332937
LTC,2017-04-06,543.1184696118738
LTC,2017-04-07,585.519360061998
LTC,2017-04-08,187.26593072256756
LTC,2017-04-09,160.35350658465453
LTC,2017-04-10,38.76260464022892
LTC,2017-04-11,240.96203970277156
LTC,2017-04-12,303.4133293418425
LTC,2017-04-13,306.67486111159997
LTC,2017-04-14,279.93493612509326
LTC,2017-04-15,170.18472484657616
LTC,2017-04-16,574.5486394294177
LTC,2017-04-17,383.63654836530026
LTC,2017-04-18,598.2625103158144
LTC,2017-04-19,287.3629529977704
LTC,2017-04-20,2.542207288537959
LTC,2017-04-21,41.59123309875381
LTC,2017-04-22,435.3350173610247
LTC,2017-04-23,488.4507045092952
LTC,2017-04-24,153.62702655050316
LTC,2017-04-25,522.9661192524147
LTC,2017-04-26,457.5982119658583
LTC,2017-04-27,337.67424100352594
LTC,2017-04-28,83.77463895522692
LTC,2017-04-29,291.11948565971755
LTC,2017-04-30,72.61788371463791
LTC,2017-05-01,478.0205285952755
LTC,2017-05-02,349.5125737175766
LTC,2017-05-03,526.6990330749387
LTC,2017-05-04,211.72567316809884
LTC,2017-05-05,338.3829284793284
LTC,2017-05-06,146.57973755098746
LTC,2017-05-07,565.7608455564803
LTC,2017-05-08,508.8858011260636
LTC,2017-05-09,118.74065770248481
LTC,2017-05-10,13.031439579682521
LTC,2017-05-11,275.5465723913196
LTC,2017-05-12,324.99188610425006
LTC,2017-05-13,39.97229894914427
LTC,2017-05-14,312.9213550645706
LTC,2017-05-15,511.0516936659154
LTC,2017-05-16,548.0530531940503
LTC,2017-05-17,349.82528667261926
LTC,2017-05-18,660.9225251957607
LTC,2017-05-19,668.3903924371546
LTC,2017-05-20,55.20352834553602
LTC,2017-05-21,474.3735376132141
LTC,2017-05-22,476.71929708331214
LTC,2017-05-23,77.80991544689664
